,MONTH,NKB_Банки з державною часткою,NRB_Банки з державною часткою,QUARTER,YEAR,Банк  ,Банк   ,"Кредити, що надані субєктам господарювання за видами економічної діяльності, що класифікуються за секціями (А,B-E,F)","Кредитні операції, що класифіковані за I категорією якості","Кредитні операції, що класифіковані за I категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за II категорією якості","Кредитні операції, що класифіковані за II категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за III категорією якості","Кредитні операції, що класифіковані за III категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за IV категорією якості","Кредитні операції, що класифіковані за IV категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за V категорією якості","Кредитні операції, що класифіковані за V категорією якості__величина кредитного ризику за такими операціями",МФО,Рентабельність активів (%),№ п/п,№п/п
366,07,122,,4,2016,,"ПАТ ""ФІНБАНК""",119321.84833,6.95923,0,401972.69694,28135.44863,396568.44987,83279.37508,,,75358.15607,75358.15607,328685,0.0138,,50
367,07,123,,4,2016,,"ПАТ ""БАНК ""ГРАНТ""",415824.58376,425309.66796,148.53287,383585.7568,3920.17798,120771.43768,1534.74435,34144.79149,11065.72485,34828.50817,32087.12405,351607,0.59,,51
368,07,128,,4,2016,,"АТ ""РЕГІОН-БАНК""",151675.89294,96093.86198,1581.30848,85428.77987,1179.65383,107511.02629,24552.76528,13641.78509,4568.85621,8789.80584,6514.89992,351254,0.53,,52
369,07,129,,4,2016,,"ПАТ ""БТА Банк""",123420.18456,106329.47723,2385.59811,83553.49915,3366.24754,229867.18883,27389.71687,3187.06519,2322.78058,470387.55719,248748.04277,321723,2.93,,53
370,07,133,,4,2016,,"ПАТ ""АСВІО БАНК""",330812.02801,1419641.45026,1358.28561,355913.90865,26094.10208,88891.38344,3128.63254,33713.27234,25584.13122,5014.20956,5014.20956,353489,0.15,,54
371,07,143,,4,2016,,"ПАТ ""КОМІНВЕСТБАНК""",243998.9654,309731.47926,403.57782,359843.26919,2822.76733,181774.83481,9977.15792,5634.66428,4221.20061,77600.20079,68691.83102,312248,0.08,,55
372,07,146,,4,2016,,"ПАТ""БАНК ""УКРАЇН.КАПІТАЛ""",214317.27664,141742.84645,77.39219,367945.83928,2634.27301,11417.78314,1426.43091,14941.35389,129.84762,55505.74457,29209.29305,320371,0.6397,,56
373,07,169,,4,2016,,"АТ ""НК БАНК""",35886.42413,27352.83915,88.13472,33441.51468,977.46987,186903.40636,25311.91529,,,39928.54921,32431.85985,322432,2.5151,,57
374,07,191,,4,2016,,"ПАТ АКБ ""АРКАДА""",371081.44728,162158.06311,1675.89241,48434.50328,6851.51585,1374796.08272,199771.03622,7862.70965,7108.33256,14480.30722,10459.44809,322335,0.3529,,58
375,07,205,,4,2016,,"АТ ""МетаБанк""",126299.62445,50624.28344,503.58548,179869.84035,1341.55267,11922.96909,930.60522,4639.06676,6.29996,26579.94678,18247.72509,313582,2.92,,59
376,07,206,,4,2016,,"АТ ""Місто Банк""",231664.70136,357255.75949,59.14772,472837.87206,12532.76891,887736.14413,46809.36452,210459.56112,11292.04056,34562.98108,34357.78552,328760,-0.5003,,60
377,07,231,,4,2016,,"ПАТ ""ЮНЕКС БАНК"" м. Київ",458228.23029,58220.3831,698.3579,204546.48019,1722.45783,213604.6384,20529.15007,486028.10975,133130.32429,98462.61453,57642.18162,322539,-8.41,,61
378,07,237,,4,2016,,"ПАТ ""КСГ БАНК""",639326.28515,5106.16408,306.36986,319004.72311,5530.95785,96405.03925,11988.83725,,0,14247.94786,14247.94787,380292,0.1675,,62
379,07,240,,4,2016,,"АТ ""КІБ""",105479.43919,147619.98062,1081.18601,150785.51338,4159.81036,,,353.17151,240.92742,,,322540,0.8622,,63
380,07,241,,4,2016,,"ПАТ ""АГРОКОМБАНК""",158425.66551,465397.31621,518.77496,200773.57409,72.60909,710.21709,15.8865,2236.61578,447.67039,16774.2726,11386.95865,322302,0.0355,,64
381,07,243,,4,2016,,"ПАТ ""КБ ""ЗЕМЕЛЬНИЙ КАПІТАЛ""",6889.03029,84454.53751,2.47373,96808.5828,20.98121,15836.04466,1125.96976,5734.35004,,15596.84,3122.67708,305880,0.9798,,65
382,07,262,,4,2016,,"АБ ""ЕКСПРЕС-БАНК""",149105.9368,99582.52502,2582.31943,302340.52233,16580.29461,210191.25587,14047.17179,35632.31709,4048.36488,169591.93394,165989.31537,322959,-2.8188,,66
383,07,286,,4,2016,,"ПАТ ""АБ ""РАДАБАНК""",176390.10311,238775.09782,1971.98954,258602.97973,9404.11989,8674.77512,3446.62187,1661.94451,1328.84279,22730.70677,22730.70677,306500,2.3428,,67
384,07,288,,4,2016,,"АБ ""КЛІРИНГОВИЙ ДІМ""",503562.4069,1572964.70093,3270.98971,225564.38281,1152.48163,747254.47436,91554.5319,291319.33585,214339.21961,314486.94918,171251.46285,300647,-2.32,,68
385,07,290,,4,2016,,"""ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК""",296333.40125,234538.92381,1517.13201,434521.83161,3716.4727,49021.47108,0,42248.32238,4696.53298,8202.93667,7650.96721,300506,0.03,,69
386,07,294,,4,2016,,"ПАТ ""ПФБ"" м.Кременчук",79577.80143,227877.97988,2446.98016,81826.29509,8751.77751,362.25846,73.82549,1008.33585,453.45041,17291.42279,15994.8112,331768,6.3532,,70
387,07,303,,4,2016,,"АТ ""АРТЕМ-БАНК""",210622.2832,128814.05805,19.38159,339556.37626,2251.09339,58910.90976,468.1164,15590.72625,4526.43024,40959.55515,19816.54603,300885,5.14,,71
388,07,304,,4,2016,,"АТ ""ФОРТУНА-БАНК""",237940.48114,79551.3395,693.71173,2842388.14075,162571.69177,105615.60269,,36652.65208,30511.8432,311879.56443,253551.77907,300904,-3.1761,,72
389,07,309,,4,2016,,"ПАТ ""ФІНЕКСБАНК""",111194.61003,58320.81712,117.91293,128277.59529,3340.87364,,,,,5029.52768,5029.52768,380311,0.3881,,73
390,07,311,,4,2016,,"ПАТ ""АКБ ""Траст-капітал""",12938.3678,100454.68196,28.41972,151413.27581,1521.49227,36321.80969,3803.02129,4039.5011,848.51312,45749.50644,45567.18743,380106,-1.6723,,74
391,07,320,,4,2016,,БАНК ІНВЕСТ. ТА ЗАОЩАДЖЕНЬ,910793.87883,909917.94678,273.39237,4560312.96623,79776.05575,18006.89014,4728.42082,0,0,94149.47241,94149.47241,380281,0.08260000000000002,,75
392,07,326,,4,2016,,"ПАТ ""АКБ ""КОНКОРД""",30319.89167,198148.06433,14675.80446,77433.12973,10901.83177,80061.0832,7722.3661,8463.55013,1776.80723,10046.10958,10046.07108,307350,2.5577,,76
393,07,328,,4,2016,,"АТ ""БАНК БОГУСЛАВ""",52622.71716,118739.78953,36.88542,325406.40549,19676.03759,6267.42528,0,,,14712.13356,14104.11356,380322,-2.3707,,77
394,07,331,,4,2016,,"ПАТ ""КРЕДИТВЕСТ БАНК""",236620.93801,349704.85808,553.81784,515130.69011,8734.02028,,0,,,2152.27028,2152.27028,380441,3.4,,78
395,07,334,,4,2016,,"ПАТ ""КРЕДИТ ОПТИМА БАНК""",37679.03807,12470.83024,0,76469.68962,11267.14436,40975.09191,0,,,12024.27049,8726.65732,380571,0.1024,,79
396,07,377,,4,2016,,"АТ ""УКРБУДІНВЕСТБАНК""",55755.2769,48927.45545,59.10482,141446.228,4029.95205,29367.23217,655.73023,,,43620.68908,15420.07654,380377,0.0909,,80
397,07,380,,4,2016,,"ПАТ БАНК ""ТРАСТ""",0,277945.55127,8679.62507,243063.27763,24350.40946,23128.87303,1525.81888,8409.58993,2750.0009,19817.78976,7629.36362,380474,0.0533,,81
398,07,381,,4,2016,,"ПАТ ""МОТОР-БАНК""",103574.96662,177353.57787,117.53955,39217.74651,38.24006,29.62352,11.84941,66643.17771,36465.66748,2580.11595,1234.10521,313009,5.5958,,82
399,07,386,,4,2016,,"ПАТ ""КБ ""ГЛОБУС""",119234.13165,368735.34352,834.02874,763332.39189,20437.61136,119490.73689,13160.72895,38648.7754,6464.00684,114487.72336,112509.6459,380526,0.2256,,83
400,07,387,,4,2016,,"ПАТ ""АП БАНК""",72139.30112,33303.96085,1371.4506,48232.40541,8267.79436,,,,,,0,380548,-4.4144,,84
401,07,389,,4,2016,,"ПАТ ""МІБ""",727944.34079,385489.50992,63.84234,1791395.29159,26235.11423,400230.73399,48963.11427,215446.97226,71946.21123,164484.46617,164484.46617,380582,0.4334,,85
402,07,392,,4,2016,,"ПуАТ ""КБ ""АКОРДБАНК""",103941.23851,37725.88706,102.91984,26487.27681,329.09328,273866.89166,6357.27663,869.94527,0.04095,34723.58962,2547.33289,380634,0.734,,86
403,07,394,,4,2016,,"ПАТ ""БАНК 3/4""",25473.65016,156859.25201,43.63601,350289.99734,7668.54774,12997.66666,4549.18333,0,0,73.14298,73.14298,380645,7.7342,,87
404,07,395,,4,2016,,"ПАТ ""ЄВРОПРОМБАНК""",249561.31503,444198.5428,0,,0,1081161.63283,176129.58572,,,2580.97314,2580.97314,377090,0.1631,,88
405,07,402,,4,2016,,"ПАТ ""ВЕРНУМ БАНК""",39628.63754,137202.57791,163.38107,185183.18034,629.44889,0.12755,0.05102,93.75749,0.0073,2104.67249,2104.67249,380689,10.4131,,89
406,07,406,,4,2016,,"ПАТ ""АПЕКС-БАНК""",182127.27899,68047.75931,16.95086,225605.7186,22008.12934,78087.48093,39043.74045,9576.76681,730.08261,83895.3875,59670.52338,380720,-54.0612,,90
407,07,430,,4,2016,,"ПАТ КБ ""Центр""",18242.34612,35291.04754,154.73724,86304.17125,603.08053,23125.12839,538.88833,,,13429.09607,13429.09607,380742,2.952,,91
408,07,460,,4,2016,,"ПАТ ""БАНК СІЧ""",309873.68578,174989.49846,58.58341,369270.47333,908.32078,138743.27565,115.1539,59875.79131,0,5759.27813,5759.27813,380816,0.09360000000000002,,92
409,07,463,,4,2016,,"ПАТ ""ДІВІ БАНК""",122473.61518,156745.51183,3490.99336,85578.44195,2091.50514,0,0,0,0,336.25843,336.25843,380827,10.6557,,93
410,07,510,,4,2016,,"ПАТ ""КБ""ФІНАНСОВИЙ ПАРТНЕР""",22159.49479,79159.2199,1133.96064,25071.58306,3254.338,,,,,12643.56949,12643.56949,380872,0.3008,,94
411,07,512,,4,2016,,"ПАТ ""АЛЬПАРІ БАНК""",655.12561,33833.13958,,1042.96126,,655.12561,112.05024,,,,,380894,2.5825,,95
412,07,553,,4,2016,,"ПАТ ""БАНК АВАНГАРД""",0,41360.5891,2447.13534,506046.73782,95196.82364,10478.98237,1474.15142,,,,,380946,6.22,,96
413,07,634,,4,2016,,"ПАТ ""БАНК ""ПОРТАЛ""",83627.179,98293.60261,410.81235,48897.601,2579.68787,,,,,6290.42139,5014.78078,339016,-9.5274,,97
414,07,654,,4,2016,,"ПАТ ""КБ ""ГЕФЕСТ""",,70200,1404,61953.90402,4305,,,,,,,377120,17.6512,,98
415,07,674,,4,2016,,"ПАТ ""ВЕКТОР БАНК""",28322.77482,178864.52204,5999.15802,7415.76603,85.86979,,,,,,,339038,0.6206,,99
416,07,694,,4,2016,,"ПАТ ""КРИСТАЛБАНК""",55820.7564,97860.80047,1757.06509,9917.78539,186.02243,6218.02635,1004.81833,24828.4507,2785.67296,16963.11016,13470.36053,339050,6.5959,,100
417,07,774,,4,2016,,"ПАТ""ПЕРЕХІДН.БАНК""РВС БАНК""",19389.6257,89550,0,12.75272,2.55054,0,0,0,0,33733.48763,33733.48763,339072,-48.52,,101
418,07, 66,,4,2016,,"АТ ""РОДОВІД БАНК""",1750703.74484,94570.2,,1163.26215,81.42835,1859.12901,1156.94232,2585.21934,1748.56572,6890431.54921,6881777.6242,321712,0,,102
419,07,276,,4,2016,,"ПАТ ""КЛАСИКБАНК""",56228.65369,,,40.6501,8.20238,354034.7377,103894.26878,,,4208.83943,4208.83943,306704,0.2832,,103
420,07,317,,4,2016,,"ПАТ КБ""ФІНАНСОВА ІНІЦІАТИВА",13802740.71746,242325.29006,1730.02363,8953223.24633,1356927.15477,9005750.41919,4463895.92732,1309061.72534,1035542.64854,270898.10625,270618.10624,380054,6.3859,,104
421,07,318,,4,2016,,"ПАТ КБ ""ЄВРОБАНК""",8076.99804,334981.77088,1340.38326,82247.75506,1883.53604,43658.14119,8471.11092,59366.86007,9139.50552,71119.52293,31264.53599,380355,0,,105
422,07,513,,4,2016,,"ПАТ ""БАНК ""ЮНІСОН""",276393.25239,66153.55957,420.83573,120056.72405,5007.71541,127431.77544,16611.20029,209045.72319,100719.08765,37399.5934,23147.99369,380902,-30.3729,,106
423,07,594,,4,2016,,"ПАТ ""Держзембанк""",,,,,,,,,,,,380968,1.5265,,107
424,07,433,,4,2016,,"ПУАТ ""СМАРТБАНК""лік . 21.07.2016",47530.39121,19557.26133,,53.37187,9.09205,324229.44531,161148.38171,32095.76398,28886.18758,,,380786,-115.6136,,108
425,07,22,,4,2016,,"ПУАТ ""ФІДОБАНК"" лік. 18.07.2016",,"інформація відсутня, на дату надання показників банк ліквідовано",,,,,,,,,,300175,,,109
426,07,533,,4,2016,,"ПАТ ""МИХАЙЛІВСЬКИЙ"" лік 12.07.2016",,"інформація відсутня, на дату надання показників банк ліквідовано",,,,,,,,,,380935,,,110
427,04,  2,,4,2016,"АТ ""Укрексімбанк""",,61597317.58475,37055597.57324,34780.99454,35776027.19263,279813.82138,10360447.48874,1663567.98525,8191114.23883,1594282.90857,45351373.90809,41084782.00887,322313,-2.97,,1
428,04,  6,,4,2016,"АТ ""ОЩАДБАНК""",,42667164.11641,8429359.55766,192920.94449,41431833.73612,5519748.45867,19589634.89667,2762004.18499,20495437.7327,5002382.74548,42340367.63608,34434524.25889,300465,0.26,,2
429,04,274,,4,2016,"АБ ""УКРГАЗБАНК""",,7904923.37359,13229327.06552,6281.0551,6290448.14407,130935.39572,961790.59048,4706.74976,538678.14251,397049.48488,7360090.20114,7216851.15776,320478,0.25,,3
430,04,313,,4,2016,Укр.банк реконстр.та розв.,,,124.57807,0.502,,,,,,,,,380883,-3.76,,4
431,04,593,,4,2016,"ПАТ ""РОЗРАХУНКОВИЙ ЦЕНТР""",,,,,,,,,,,5002.73973,5002.73973,344443,2.0144,,5
432,04,594,,4,2016,"ПАТ ""Держзембанк""",,0,0,0,0,0,0,0,0,0,0,0,380968,4.1138,,6
433,04,  3,,4,2016,"ПАТ ""Промінвестбанк""",,33197735.79089,3537625.07721,7710.2211,28675357.16376,1691052.90154,495358.93833,32329.84623,2314499.21842,1210471.43741,27067022.70335,22014317.77066,300012,-22,,7
434,04,  5,,4,2016,"ПАТ ""УКРСОЦБАНК""",,19684188.16525,18081425.15562,181241.43312,8173575.40748,45425.01852,8985175.32422,4112180.12894,1531690.58894,306461.63399,29983534.8173,23166515.31894,300023,-6.3057,,8
435,04, 36,,4,2016,"АТ ""Райффайзен Банк Аваль""",,17721740.72473,27056011.1948,157155.61214,11541291.39543,332873.76872,1433916.20097,162095.06819,2920622.61095,614930.61809,28718839.00209,27647217.67822,300335,0.32,,9
436,04, 42,,4,2016,"ПАТ ""ВТБ БАНК""",,16245068.66729,2295964.05992,9175.58799,3564574.5526,335449.40295,2506825.77105,14390.02188,15087439.62272,3944003.31393,19428398.81316,17100825.32674,321767,-71.3683,,10
437,04, 43,,4,2016,"ПАТ ""НЕОС БАНК""",,182.89353,1337.65917,0,50236.65068,36.47479,0,0,0,0,17725.90444,13816.17538,320940,-8.2755,,11
438,04, 88,,4,2016,"ПАТ ""КРЕДОБАНК""",,2132003.02057,3580735.90477,32643.9366,1846115.22076,176802.80646,64416.08801,4409.94396,40550.9158,8419.50883,646226.88913,469250.54058,325365,2.931,,12
439,04, 97,,4,2016,"ПАТ ""ВіЕс Банк""",,406483.6492,553703.7249,8027.15714,1168728.88389,67931.35179,12701.04712,1480.84495,39065.42618,23767.02979,1449224.04353,1165336.53224,325213,0.8100000000000002,,13
440,04,105,,4,2016,"ПАТ ""МАРФІН БАНК""",,340981.32924,577021.45095,1157.54972,596398.13409,2227.00308,431376.75377,69921.20923,496.20916,441.8667,638777.5745,431050.47204,328168,0.66,,14
441,04,136,,4,2016,"АТ ""УкрСиббанк""",,6599717.56387,24666974.72634,44658.24249,10845793.39082,251113.11092,416578.17051,12189.21496,1036296.51072,99469.75275,7549316.32871,5082200.93362,351005,-8.24,,15
442,04,142,,4,2016,"ПАТ ""Ідея Банк""",,135224.60171,1700520.34816,46205.24611,606312.82127,19803.48452,86925.77585,22463.83449,50428.84539,25925.29901,221165.25001,159426.69538,336310,0.57,,16
443,04,153,,4,2016,"ПАТКБ ""ПРАВЕКС-БАНК""",,431541.73588,2082335.74605,7223.11271,757884.77455,43996.61791,18470.14647,3577.32678,18545.77796,2365.13363,2714168.58064,1920191.00888,380838,-6.55,,17
444,04,171,,4,2016,"ПАТ ""КРЕДІ АГРІКОЛЬ БАНК""",,8641064.73854,27030122.18019,51799.65322,3967791.92265,156884.0107,513796.97,122551.84021,743778.78589,286851.11005,4181671.9202,3733591.09925,300614,1.89,,18
445,04,242,,4,2016,"ПАТ ""УНІВЕРСАЛ БАНК""",,657799.93554,271269.62258,3536.9604,1993813.88794,32810.86143,719077.73292,50658.26547,300434.80579,144437.13117,2544351.05558,1848672.13561,322001,2.2576,,19
446,04,251,,4,2016,"АТ ""ПІРЕУС БАНК МКБ""",,1369206.05406,446607.07872,372.42125,674657.77858,847.55811,212810.26859,56.92595,566.57278,168.15904,1839657.32551,1787248.97096,300658,0.2269,,20
447,04,272,,4,2016,"ПАТ ""АЛЬФА-БАНК""",,12215270.71079,19986275.2254,195654.15781,9368946.71316,115355.74556,13629923.81216,1434396.61788,4009525.95097,867908.56047,10718344.37666,8536536.51649,300346,-5.0545,,21
448,04,295,,4,2016,"ПАТ ""ІНГ Банк Україна""",,8021687.84016,7797544.5203,11139.23707,4993488.50478,5762.90844,865249.11837,200.59877,2637953.7165,5254.86193,5295569.53917,1334040.00966,300539,5.5658,,22
449,04,296,,4,2016,"АТ ""ОТП БАНК""",,6484681.62139,9501727.04092,107968.58561,16137797.6468,955352.26762,570006.21932,148008.4606,257038.79367,132958.02826,10574343.76971,9742244.96491,300528,5.9278,,23
450,04,297,,4,2016,"ПАТ ""СІТІБАНК""",,1562901.86891,21810767.43703,3381.39049,,,5038865.1505,88864.11649,19008.00441,5892.48138,,,300584,9.69,,24
451,04,298,,4,2016,"АТ ""ПРОКРЕДИТ БАНК""",,3563712.41849,4015643.94201,10896.07002,2843223.0978,77708.99181,243514.78098,20712.3748,77204.88489,23372.47043,345618.60932,224892.7293,320984,2.1779,,25
452,04,299,,4,2016,"ПАТ ""СБЕРБАНК""",,32548671.20021,7543232.6435,647249.76631,34678754.19208,336313.84414,3633436.3035,357913.62677,2054928.55265,470647.02581,22020429.39079,15070252.5095,320627,0.4064,,26
453,04,321,,4,2016,"АТ ""БМ БАНК""",,494246.83906,272847.16635,330.76721,449083.43512,11779.5384,1704521.73341,25395.55436,230290.66159,16868.17552,448683.28091,371035.66247,380913,-5.5938,,27
454,04,325,,4,2016,"ПАТ ""БАНК ФОРВАРД""",,0,2367263.09572,23926.15616,78621.96875,7382.89907,30100.76831,12273.05845,21624.31815,17319.04695,412498.54861,412498.54861,380418,-1.3042,,28
455,04,329,,4,2016,"ПАТ ""КРЕДИТ ЄВРОПА БАНК""",,566709.64001,2824876.49363,53.59166,432594.46849,18662.04904,989656.77095,140273.30593,1075.96735,1047.87617,262128.4045,262128.40453,380366,0.27,,29
456,04,407,,4,2016,"ПАТ ""Дойче Банк ДБУ""",,82566.16033,2914955.30344,398.69659,188542.24491,13653.99977,,,,,,,380731,5.6257,,30
457,04,455,,4,2016,"ПАТ""СЕБ КОРПОРАТИВНИЙ БАНК""",,301633.34817,2673212.7326,0.51544,936452.11598,30.49132,,,,,,,380797,5.7377,,31
458,04, 22,,4,2016,"ПУАТ ""ФІДОБАНК""",,229626.95605,1025396.49975,15032.46228,2870428.48431,2449901.99688,235590.7124,24949.14782,228168.11118,71356.25725,879613.29802,655347.02695,300175,-16.8437,,32
459,04, 46,,4,2016,"ПАТ КБ ""ПРИВАТБАНК""",,10953457.21796,108878186.74827,452136.37754,21559950.38892,922550.07643,145062344.4762,7532452.52188,6155556.36419,1378598.30222,25991497.15706,18874816.98617,305299,0.31,,33
460,04,106,,4,2016,"Акціонерний банк""Південний""",,4325917.79167,6804100.54828,2669.30149,11594256.49576,149214.50382,775671.72121,165662.33905,345305.6237,177244.04749,1107658.16433,807382.79213,328209,0.3416,,34
461,04,115,,4,2016,"ПАT ""ПУМБ""",,15093424.94795,9654111.19925,144491.55587,20753638.06356,598352.0384,2303727.4663,219716.69828,504998.47696,130425.97289,10845215.65848,10197225.01611,334851,-2.7053,,35
462,04,126,,4,2016,"ПАТ ""МЕГАБАНК"", Харків",,4111939.07717,1976835.72118,7681.98353,6476945.67397,28395.94031,533592.85049,13977.81375,410721.94746,108170.75348,394647.58314,368045.93002,351629,0.2800000000000001,,36
463,04,232,,4,2016,"ПАТ ""ДІАМАНТБАНК""",,1027926.74793,1028732.49239,611.55898,2795162.82922,82233.65415,783091.15938,210330.33586,164631.87009,46974.66209,538961.88932,297133.28422,320854,-15.27,,37
464,04,270,,4,2016,"ПАТ ""БАНК КРЕДИТ ДНІПРО""",,2967634.88768,2351109.39581,-2801.86284,1379919.2005,-62105.9189,1054333.53656,-30985.65493,109726.1975,-11232.82845,3751176.3847,-1821267.3215,305749,-10.36,,38
465,04,305,,4,2016,"ПАТ ""БАНК ВОСТОК""",,1369927.45192,2331536.85429,3629.74723,2867155.89044,33775.71075,71380.76117,12304.34642,65911.32548,37302.7777,260997.2411,71387.43871,307123,2.25,,39
466,04,316,,4,2016,"ПАТ ""ПтБ""",,418152.5902,2433996.21499,-127853.99698,3888660.2607,-169388.33819,117092.86041,-38812.33723,146797.2734,-98102.07702,704121.25263,-535447.14792,380388,-3.1999,,40
467,04, 29,,4,2016,"ПАТ ""БАНК АЛЬЯНС""",,33008.91875,30015.50645,0.16389,1147.58484,188.88825,0,0,12.81766,12.68948,69323.67421,13427.20262,300119,1.5819,,41
468,04, 48,,4,2016,"АКБ ""НОВИЙ""",,125165.13563,279165.93798,10879.58416,178563.1503,2011.65289,183477.25827,9311.17537,176.82795,24.39467,40746.38055,40738.78951,305062,0.0035,,42
469,04, 49,,4,2016,Полікомбанк,,168926.9169,86419.22243,11.63134,173431.69249,499.08831,90754.17845,1966.45251,0,0,39953.11754,20229.26818,353100,0.04619999999999999,,43
470,04, 62,,4,2016,"АТ ""ТАСКОМБАНК""",,1297740.3058,2369914.31208,7457.13857,2508242.43645,64218.34923,213168.71066,54012.35416,1231.30378,1015.81856,185955.30211,157911.73917,339500,0.03,,44
471,04, 72,,4,2016,"ПУБЛІЧНЕ АТ""БАНК ФАМІЛЬНИЙ""",,,80.04155,5.99031,27341.75978,26.10351,4449.23962,,204.77062,18.46145,75459.9709,75214.9709,334840,0,,45
472,04, 91,,4,2016,"ПАТ АКБ ""Львів""",,789223.11145,530740.96514,525.70921,403839.08642,2145.25999,194095.68057,12888.92809,88513.08055,4528.52234,119271.99632,72884.75766,325268,1.9475,,46
473,04, 95,,4,2016,"ПАТ ""ОКСІ БАНК""",,184220.60296,182586.65154,518.03278,234514.25844,3061.34152,90454.93265,1034.83974,23682.6276,1527.4347,20396.98737,11874.14037,325990,0.1147,,47
474,04, 96,,4,2016,"ПАТ ""А - БАНК""",,260016.60666,3907907.11368,20947.00969,627292.31493,55493.99294,237820.25263,23799.30038,28981.02496,22393.04944,351827.73263,336266.69727,307770,9.23,,48
475,04,101,,4,2016,"АКБ ""ІНДУСТРІАЛБАНК""",,333157.41061,518312.33501,3465.85641,1452006.14404,68070.17793,150636.91274,36231.81319,80157.9908,39678.65567,72827.82069,64737.0928,313849,-4.2572,,49
476,04,109,,4,2016,"ПАТ ""КБ ""Інвестбанк""",,47405.73108,69329.95936,279.50647,265234.33019,3612.21024,7626.83674,4.69087,0.00569,0.00354,9910.42761,9910.42761,328210,0.44,,50
477,04,113,,4,2016,"ПАТ ""Полтава-банк""",,416408.43946,230624.93342,714.0565,227167.61548,373.14406,177621.88301,8706.43668,12440.06995,858.95181,73977.69672,70145.17413,331489,2.35,,51
478,04,122,,4,2016,"ПАТ ""ФІНБАНК""",,123984.22383,106.46051,0,415730.77753,29101.50087,406309.12815,85321.48741,,,103959.07095,103959.07095,328685,-1.115,,52
479,04,123,,4,2016,"ПАТ ""БАНК ""ГРАНТ""",,447095.05349,430456.07187,93.82493,450634.8884,1924.10835,128107.71119,2407.72472,119018.93945,47695.67196,,,351607,0.09,,53
480,04,128,,4,2016,"АТ ""РЕГІОН-БАНК""",,121480.79961,88415.15398,409.4368,112039.58601,3608.51053,95504.40866,16178.86858,22845.6872,11126.15659,8886.56603,6635.63602,351254,0.46,,54
481,04,129,,4,2016,"ПАТ ""БТА Банк""",,133847.09103,28862.96849,98.5204,69405.29298,546.53185,229714.51717,27521.22475,211.06611,159.46924,468727.55502,246381.48266,321723,0.02,,55
482,04,133,,4,2016,"ПАТ ""АСВІО БАНК""",,349481.54356,1365066.9457,6084.73533,315549.76771,8714.22856,97636.79124,13184.52624,29850.53569,24620.52015,4792.07943,204.88062,353489,0.14,,56
483,04,143,,4,2016,"ПАТ ""КОМІНВЕСТБАНК""",,248076.64728,304040.99256,382.25034,368186.41468,2350.84008,193452.26213,2460.48909,9853.00326,4032.59131,79823.08143,72837.49744,312248,0.08,,57
484,04,146,,4,2016,"ПАТ""БАНК ""УКРАЇН.КАПІТАЛ""",,128058.94147,233528.73663,75.42425,197796.2824,155.12059,11836.20984,813.04495,14229.90415,118.40946,54967.54491,30220.4993,320371,0.1568,,58
485,04,159,,4,2016,"ПАТ ""ФІНАНС БАНК""",,59032.58329,11558.32288,5.04023,1960.9877,,195286.01101,11614.39128,,,25302.29602,25302.29602,300896,0.54,,59
486,04,169,,4,2016,"АТ ""НК БАНК""",,67745.15101,6690.22594,99.04679,68981.27008,1014.55027,216801.24046,26475.73729,2943.56303,1879.65246,64366.13329,58720.6909,322432,1.3099,,60
487,04,191,,4,2016,"ПАТ АКБ ""АРКАДА""",,484550.98661,100010.88497,1637.1593,89272.84934,6594.87746,1578069.56061,258788.54531,1171.20394,1079.79397,4431.96301,4431.96301,322335,0.1096,,61
488,04,205,,4,2016,"АТ ""МетаБанк""",,114902.05324,81711.91314,650.96337,172387.38574,1764.10639,614.73307,53.6154,5159.04036,1473.30833,33542.04585,24212.54705,313582,4.64,,62
489,04,206,,4,2016,"АТ ""Місто Банк""",,273466.12597,418183.28588,44.5559,542638.22243,19973.8115,876896.15252,33160.06577,211255.57353,7842.79601,36179.63418,35978.20341,328760,2.174,,63
490,04,231,,4,2016,"ПАТ ""ЮНЕКС БАНК"" м. Київ",,456002.76901,116662.35769,770.66958,279798.05026,3017.58522,452214.45357,7971.02194,181643.6467,48216.87069,100456.1622,59525.78662,322539,2,,64
491,04,237,,4,2016,"ПАТ ""КСГ БАНК""",,64058.70819,5347.52382,53.47524,317667.30478,2809.87653,64058.70819,501.28483,20459.09493,17185.64005,22113.95956,22113.95956,380292,0.1805,,65
492,04,240,,4,2016,"АТ ""КІБ""",,64616.51673,123552.83711,786.05265,172420.76691,5987.16279,,,,,,,322540,0.1752,,66
493,04,241,,4,2016,"ПАТ ""АГРОКОМБАНК""",,150167.45717,312679.86234,506.11314,205347.22453,472.69908,2160.10966,104.97633,1747.09323,446.63182,16535.92603,11323.25823,322302,0.0389,,67
494,04,243,,4,2016,"ПАТ ""КБ ""ЗЕМЕЛЬНИЙ КАПІТАЛ""",,6651.9162,94854.19024,1.72207,64865.97016,24.15929,21225.98749,1077.61391,1488.75298,,15727.75709,3229.74218,305880,-1.572,,68
