,"Інші фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток",Грошові кошти та їх еквіваленти,"Кошти в інших банках_Кошти в інших банках, усього","Кошти в інших банках_Кошти в інших банках, усього__у тому числі в іноземній валюті",Кошти в інших банках_Резерви під знецінення коштів в інших банках,Кошти обов’язкових резервів банку в НБУ,"Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього","Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього","Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього__у тому числі в іноземній валюті",Назва банку,Торгові цінні папери,№ з/гр,№ з/п,Кредити та заборгованість клієнтів_юридичних осіб_резерви під знецінення кредитів та заборгованості клієнтів,"Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього","Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього__у тому числі в іноземній валюті",Кредити та заборгованість клієнтів_фізичних осіб_резерви під знецінення кредитів та заборгованості клієнтів,Цінні папери в портфелі банку на продаж,Цінні папери в портфелі банку на продаж__у тому числі резерви під знецінення цінних паперів у портфелі банку на продаж,Цінні папери в портфелі банку до погашення,Цінні папери в портфелі банку до погашення__у тому числі резерви під знецінення цінних паперів у портфелі банку до погашення,Інвестиції в асоційовані та дочірні компанії,Інвестиційна нерухомість,Дебіторська заборгованість щодо поточного податку на прибуток,Відстрочений податковий актив,Основні засоби та нематеріальні активи,Інші фінансові активи,Інші фінансові активи__у тому числі резерви під інші фінансові активи,Інші активи,Інші активи__у тому числі резерви під інші активи,"Необоротні активи, утримувані для продажу, та активи групи вибуття",Усього активів,YEAR,MONTH,QUARTER,NKB,№п/п,NKB_Банки з державною часткою,МФО,Банк   ,"Фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток",Кошти в інших банках,Кошти в інших банках__у тому числі в іноземній валюті,резерви під знецінення коштів в інших банках,Кредити та заборгованість клієнтів,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб__у тому числі в іноземній валюті,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів,резерви під знецінення цінних паперів у портфелі банку на продаж,резерви під знецінення цінних паперів у портфелі банку до погашення,резерви під інші фінансові активи,резерви під інші активи,Резерви під знецінення цінних паперів у портфелі банку на продаж,Резерви під знецінення цінних паперів у портфелі банку до погашення,Резерви під інші фінансові активи,Резерви під інші активи,"Кошти в інших банках_Кошти в інших банках, усього__в іноземній валюті",Кошти в інших банках_резерви під знецінення коштів в інших банках,"Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього__в іноземній валюті","Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього__в іноземній валюті",Цінні папери в портфелі банку на продаж__у тому числі:_резерви під знецінення цінних паперів у портфелі банку на продаж,Цінні папери в портфелі банку до погашення__у тому числі:_резерви під знецінення цінних паперів у портфелі банку до погашення,Інші фінансові активи__у тому числі:_резерви під інші фінансові активи,Інші активи__у тому числі:_резерви під інші активи,Усього активів__ в іноземній валюті,Банк  ,№ п/п,NRB_Банки з державною часткою,БАНК  , Грошові кошти та їх еквіваленти,"Кошти в інших банках, у т. ч.:","Кошти в інших банках, у т. ч.:__ в іноземній валюті"," Кредити та заборгованість клієнтів, у т. ч.:"," кредити та заборгованість юридичних осіб, у т. ч.:"," кредити та заборгованість юридичних осіб, у т. ч.:__ в іноземній валюті", резерви під знецінення кредитів та заборгованості клієнтів,"кредити та заборгованість фізичних осіб, у т. ч.:","кредити та заборгованість фізичних осіб, у т. ч.:__ в іноземній валюті",резерви під знецінення кредитів та заборгованості клієнтів," Цінні папери в портфелі банку на продаж, у т. ч.:","Цінні папери в портфелі банку до погашення, у т. ч.:", Інвестиції в асоційовані та дочірні компанії," Інші фінансові активи, у т. ч.:", резерви під інші фінансові активи," Інші активи, у т. ч.:", резерви під інші активи," Необоротні активи, утримувані для продажу, та активи групи вибуття","Усього активів, у т. ч.:","Усього активів, у т. ч.:__в іноземній валюті",Банк
2043,0,91991.55469,8897.56551,1783.72676,-46.3594,1484.90953,322518.52567,240194.22488999998,22050.18119,УКРКОМУНБАНК,0,79,138,-14894.86608,82324.30078,3347.00627,-13968.24789,0,0,0,0,0,15641.1026,378.77720999999997,2385.49645,79246.23786,7563.07169,-179.79082,12298.75833,-36.64467,0,542405.99954,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,0,34156.89507,130644.25186,130644.25186,-2398.40501,2507.47516,295301.04797,290837.11407,2823.51127,ПОЛІКОМБАНК,0,80,139,-21258.535,4463.9339,169.54887,-1250.02265,1209.62248,-1982.5217100000002,0,0,0,9040.633,63.775999999999996,0,53670.058150000004,622.03765,-101.36122,4822.451639999999,-533.6385,536.7140999999999,532574.96308,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,0,131739.30354000002,88643.05288,31800.61967,-7071.46088,2721.8215099999998,236880.18599,234005.13606999998,105804.06256,БАНК СІЧ,0,81,140,-675.9300099999999,2875.04992,0,-2.10146,21160.122000000003,0,0,0,0,0,394.736,0,27590.84003,1422.57485,-0.31179999999999997,14358.48714,-8.741340000000001,0,524911.1239400001,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,0,9879.838899999999,26003.0569,6368.07025,-960.1410999999999,1645.16969,480503.01196,479095.19626,71902.74696,БАНК СОФІЙСЬКИЙ,0,82,141,-1067.95285,1407.8157,0,-9.15958,0,0,0,0,0,0,0,0,4484.58161,11.828719999999999,-0.30419,1316.91463,-1.799,0,523844.40241000004,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,0,41333.93211,23665.82765,23655.927649999998,-0.9082,3879.07643,223431.43631999998,222776.88871,106839.55715000001,IНТЕРБАНК,5300,83,142,-30794.360520000002,654.54761,641.53907,-5211.7195,219011.8898,0,0,0,0,0,0.399,0,1462.10601,1606.5143799999998,-131.26475000000002,498.66627,-442.59880000000004,0,520189.84796999994,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,0,20490.15416,321.24531,320.36407,-665.40551,211.67821,435447.97640000004,434552.80583,0,ЄКАТЕРИНОСЛАВСЬКИЙ КОМЕРЦІЙНИЙ БАНК,0,84,143,-144900.12291,895.17057,0,-549.06032,0,0,42954.00774,-20692.13852,0,216.99544,8.088,0,935.18328,5738.93571,-355.11713,1863.15214,-32.3552,0,508187.41639,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,0.6217,73555.14615,22780.05,22780.05,-1198.95,825.4927600000001,374478.67931000004,327669.421,25929.07172,АСВІО БАНК,0,85,144,-7350.21936,46809.25831,0,-29592.88532,0,0,0,0,0,0,776.2520000000001,16.46169,9988.075439999999,5620.68912,-2.02027,1310.41875,-11.51862,0,489351.88692,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,0,20113.532639999998,0,0,0,3086.4156399999997,373624.80305999995,121229.04195,119720.00085000001,БАНК ТРАСТ,0,86,145,0,252395.76111,18782.07022,-21612.18172,0,0,0,0,0,28508.787,7.361000000000001,849.85254,47706.708399999996,8967.60143,-46.8255,1334.36493,-74.25416999999999,0,484199.42664,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,0,48749.4302,9445.6467,0,-555.58618,845.0071099999999,385205.01137,383977.25677,14582.149449999999,МЕЛІОР БАНК,0,87,146,-42139.58998,1227.7546,0,-12.80777,0,0,0,0,0,0,0,38.1132,4865.09061,1.4141,0,727.27743,0,0,449876.99072,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,0,60874.40852999999,8485.75106,8485.75106,-307.78783,2170.9599200000002,370081.75121,369252.45431,30914.12669,ІНТЕРКРЕДИТБАНК,0,88,147,-16773.845680000002,829.2969,0,-18.76159,0,0,0,0,0,0,0,130.57986,5250.48473,6.95122,-1.3042399999999998,910.76434,-3.6227899999999997,0,447911.65087,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,0,154175.23112,95535,0,-965,0.23466,185300.82796,184920.85699,0,ГРІН БАНК,0,89,148,-38718.440299999995,379.97097,0,-7.52039,0,0,0,0,0,0,205.90095,0,2929.72711,32.84695,-21.24839,928.1636100000001,0,1030.3310000000001,440138.26336,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,0,35466.23231,128557.44670999999,110557.44670999999,-9580.13065,2080.99126,203325.05581000002,177655.35229,75704.90343,"""ТРАСТ-КАПІТАЛ""",0,90,149,-9534.09759,25669.70352,13143.53245,-16356.604740000002,6417.2127,0,0,0,0,30032.668999999998,0,0,704.16654,283.91650000000004,-11.16173,29631.680679999998,0,0,436499.37151,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,0,54560.58119,57584.1342,42816.63226,-227.74749,8320.48327,295218.36763,294186.24646,231841.0012,КРЕДИТВЕСТ БАНК,0,91,150,-2545.48337,1032.12117,0,-441.67775,0,0,0,0,0,0,2432.142,128.66091,1425.28961,322.69579,-21.377589999999998,295.10303,-1.9392800000000001,13731.036230000002,434018.49386,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,0,58006.341589999996,21427.64204,0,-64.49798,2355.36523,286412.2657,258540.62197,44728.42142,РЕГІОН-БАНК,504.31488999999993,92,151,-5937.996990000001,27871.64373,8143.9010100000005,-12173.9952,0,0,0,0,0,4947.315610000001,229.3,117.86945,17445.90039,18430.74287,-0.34788,2406.30627,-20.17861,19945.645,432229.00904,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,24.6869,27008.592,149689.8259,117389.99389999999,-425.64742,2661.03829,154578.72306,126568.75449,60204.69031,АРТЕМ-БАНК,0,93,152,-8793.947989999999,28009.96857,11041.29328,-3143.73936,67684.9254,-104.14587999999999,0,0,0,0,63.939960000000006,32.643,1176.90178,73.61363999999999,-13.44068,463.02199,-0.05772,19397,422854.91192,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,0,8500.17714,1166.83413,1166.83413,-74.47877,497.14914,324312.39567,316984.09332,0,ЄВРОПЕЙСЬКИЙ БАНК РАЦІОН.ФІНАНС.,0,94,153,-45564.94505,7328.302350000001,1957.01659,-735.07711,48.1034,-69.1066,0,0,0,5696.65975,260.377,0,8682.52511,56948.5313,-96.43564,451.8676,-0.44648000000000004,1281.7,407846.32024000003,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,0,64920.707129999995,35616.128959999995,20616.128960000002,0,2841.29582,259541.37986000002,222717.58044000002,110150.81784999999,ОКСІ БАНК,10423.3264,95,154,-3481.88326,36823.79942,1976.39022,-475.01927,0,0,0,0,0,0,418.478,146.184,4308.69799,474.77979,-15.18769,4652.1374,0,10273.845,393616.96035,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,0,23262.78919,157354.99397,0,-1589.4443899999999,0,149294.38862999997,149294.38862999997,0,БАНК МИХАЙЛІВСЬКИЙ,0,96,155,0,0,0,0,0,0,0,0,0,0,0,0,3326.89858,43353.312430000005,0,2297.77319,0,0,378890.15599,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,0,96329.89594,54192.67061,50431.74349,-639.7646500000001,1168.8671,188839.69243999998,180685.85159,37977.25558,РАДАБАНК,0,97,156,-4146.20644,8153.84085,0,-1803.70742,7013.18189,-0.39,0,0,0,4437.40546,312.364,47.332,11705.58765,3162.45612,-4.83514,1633.57088,-100.7439,0,368843.02408999996,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,0,132204.56332000002,0,0,0,416.88465,166776.66839,158254.55224999998,0,ПРОФІН БАНК,0,98,157,-1.26083,8522.11614,5440.6146499999995,-104.65444000000001,0,0,0,0,0,11097.6,1106.768,536.72692,37326.767719999996,4025.5058400000003,-0.5867300000000001,707.78976,-25.215169999999997,0,354199.2746,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,0,55520.68189,17828.51974,17828.51974,-555.3802599999999,2025.6884199999997,172425.00322999997,170203.20225,7991.01024,МОТОР-БАНК,0,99,158,-1881.9669800000001,2221.80098,0,-19.36225,22197.701250000002,-408.96772,18945.30386,-1465.51272,0,0,7803.487999999999,87.38799999999999,32931.9041,3465.6879200000003,-6.3520900000000005,5675.54627,0,0,338906.91268,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,0,106545.60429,42113.91817,0,-2887.97486,1632.5771200000001,151375.97332000002,142200.76108999999,0,ПРАЙМ-БАНК,0,100,159,-10156.3079,9175.21223,845.59929,-3983.3649,0,0,0,0,0,0,257.916,0,12578.29824,13406.76267,0,298.13858,-25.2373,0,328209.18839,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,13.11872,36004.77017,0,0,0,1034.94503,180708.86528,140292.09432,646.15412,УКРБУДІНВЕСТБАНК,0,101,160,-2266.75889,40416.77096,5467.316949999999,-8384.206170000001,59919.7355,0,0,0,0,8611.95857,151.203,33.53982,8786.912629999999,22.51921,-6.99253,2567.15629,-3.8116,0,297854.72422,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,0,27248.636179999998,4950,0,-50,619.05597,190140.9238,180978.67266,648.0209500000001,"""УКООПСПІЛКА""",0,102,161,-1108.86607,9162.25114,1972.3322,-2910.36406,0.073,0,0,0,0,0,48.42893,1415.5193100000001,58841.80781,986.01113,-7.32881,315.62351,-2.4,0,284566.07964,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,0,9337.77002,107611.8641,56243.99841,-8274.26189,152.67141,137654.04809,91814.34964,544.90847,КРЕДИТ ОПТИМА БАНК,0,103,162,-5675.870889999999,45839.69845,0,-7734.72663,0,0,0,0,0,0,77.609,67.4297,13323.30761,0.84979,-6.09244,153.40411,-1.5604,0,268378.95383,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,0,20845.88428,13355.55677,13355.55677,-1005.17286,439.08910000000003,185408.3948,185359.11487999998,4697.88807,БАНК НАРОДНИЙ КАПІТАЛ,0,104,163,-24783.815010000002,49.27992,0,-749.65469,0,0,0,0,0,0,21.101000000000003,244.73342,21578.63113,80.71781,-4.08992,351.51171,-153.968,0,242325.62002,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,0,18187.32739,25694.031939999997,25694.031939999997,0,113.71601000000001,96195.17575000001,83173.79387,9323.46674,"""ЗЕМЕЛЬНИЙ КАПІТАЛ""",0,105,164,-93.09224,13021.381879999999,2405.10984,-1176.80955,8991.85161,-114.16162,8005.09589,-416.13376,0,6860.9980000000005,0,340.00532,37340.44284,22.182859999999998,-1.6042,194.78649000000001,-0.01203,40188.61756,242134.23166000002,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,0,40802.69609,0,0,0,0,0,0,0,"""РОЗРАХУНКОВИЙ ЦЕНТР""",0,106,165,0,0,0,0,5,-5,0,0,56265,0,1375.945,63.357,95875.39753999999,33877.9905,-501.76791,2046.1002599999997,0,0,230311.48639,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,0,14998.106140000002,0,0,0,88.63079,33311.7054,24527.13611,0,ФІНАНС БАНК,0,107,166,-14985.31663,8784.56929,0,-1682.61574,134896.92239999998,0,0,0,0,28260.835740000002,165.178,0,8748.32181,59.19847,-14.166379999999998,697.41561,0,0,221226.31436,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,0,27361.7065,1609.49217,9.49217,-1340.05467,531.33402,167642.42953999998,155544.92252,8567.137369999999,ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК,8879.4,108,167,-20077.770350000003,12097.507020000001,0,-1859.6085600000001,2,0,0,0,0,0,428.59334,57.59598,11501.896009999999,78.36788999999999,-40.31872,1011.8282,-48.205999999999996,936.563,220041.20664999998,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,0,38055.50533,72137.79248999999,0,-3750.80066,742.1386,74121.56781000001,73329.20193,7650.27742,КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК,0,109,168,0,792.36588,0,-3.80459,60,0,0,0,0,0,1276.2655599999998,304.64545,12815.937010000001,1750.44964,-0.45798,670.37222,-104.45355,0,201934.67411,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,0,47359.47714,33298.35035,0,-3202.71814,980.52927,100826.91025,88929.08068,0,ФІНЕКСБАНК,0,110,169,-1209.96477,11897.82957,9.99999993922529E-06,-4548.27156,0,0,0,0,0,0,19.227,293.11759,6666.253659999999,1192.21306,-9.2556,216.73308999999998,-0.96816,6547.06095,197399.87235999998,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,0,36253.10155,42001.01566,887.16209,-415.29147,0,24132.851209999997,1.46363000000001,0,БАНК ФАМІЛЬНИЙ,0,111,170,-122.70747,24131.38758,16159.22929,-6103.81025,1,0,39160.6583,0,0,3046.87143,10.31241,0,28387.50126,1800.52312,-856.54742,323.85202000000004,-15.11746,0,175117.68696,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,0,6902.74751,0,0,-276.16438999999997,29.61007,147727.90799,146407.78369,0,"""КОНКОРД""",2544.1,112,171,-38518.94614,1320.1243,9.99999993922529E-06,-1973.63483,3284.59824,-101.58551,0,0,0,0,205.596,422.97004,205.95252,0.42499,-1.2,15.46439,0,6699.6669999999995,168039.03875,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,0,38540.85754,0,0,0,172.73494,72604.54487,60323.42315,0,СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК,0,113,172,-1515.0833,12281.12172,1056.8461399999999,-2115.81106,0,0,0,0,0,0,379.453,20.192999999999998,51780.95296,1755.32968,-98.69801,347.45413,-0.49398,0,165601.52012,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,0,3664.23983,118.69605,118.69605,-1.19895,94.44478000000001,150122.19066,143575.52742,0,БАНК ВЕЛЕС,0,114,173,-45695.34405,6546.66324,0,-1786.48218,5948.91699,-1561.0830099999998,0,0,0,909.40056,0,0,3215.6759199999997,4.98174,-20.26334,94.86053,-1.19211,0,164173.40706,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,0,1398.98729,800,0,-200,276.07651,124045.48919,122786.12124,367.07732,БАНК АЛЬЯНС,0,115,174,-6411.656169999999,1259.3679499999998,1155.4713100000001,-4072.28752,20486.18912,0,0,0,0,0,22.421,0,5771.36172,0.20987,-3.40585,86.38769,-2.5516900000000002,0,152887.12239,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,0,21093.48011,0,0,-1028.6991,162.55149,119382.30967,119237.59925,0,"""ЦЕНТР""",0,116,175,-385.16645,144.71042,0,-1.46172,0,0,0,0,0,0,1726.184,316.71,1643.44891,13.85137,-2.2896,518.58466,0,2102.0274099999997,146959.14762,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,0,1440.81658,0,0,0,0,1708.27508,0,0,АЛЬПАРІ БАНК,0,117,176,0,1708.27508,0,-18.82179,131871.90067,0,0,0,0,0,35.80904,0,1469.17967,0,0,1291.17481,0,0,137817.15585,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,0,3180.9809699999996,116244.42487,0,0,0,0,0,0,БАНК АВАНГАРД,0,118,177,0,0,0,0,0,0,0,0,0,0,0,0,1039.6900600000001,0,0,902.1373299999999,0,0,121367.23323,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,0,1794.21554,24960.92187,3406.37289,-516.3076199999999,67.39452,22730.14901,22082.673899999998,0,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,0,119,178,-16.810470000000002,647.47511,0,0,0,0,9376.76312,0,0,24673.63265,452.56167000000005,1286.78809,30080.16206,33.87327,0,1049.80649,-7761.46772,3387.547,119893.81529000001,2013,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,0,26957510.92616,1554310.0495399998,1554310.0495399998,-95744.64228,1238198.774,113725691.54316,94622343.80255,20202247.14842,ПРИВАТБАНК,20.144,1,1,-16824098.04684,19103347.74061,1592135.8032600002,-8410913.989160001,286673.43221,,239567.08498,,1178521.6014699999,13762.09349,0,19420,2475773.31245,24490551.95157,,201162.45822,,47549.04038,172428712.41163,2013,01,2,,,,,,,,,,,,,,,,,,,,,-3185.55827,0,-45758.63319,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,0,18546661.63409,1454175.85136,177714.69008,-126991.00329,531151.93338,40421823.67289,39825186.62409,20375427.72216,УКРЕКСІМБАНК,0,2,2,-9071752.836269999,596637.0488,369544.99935,-312010.66637999995,18565494.97185,,1372237.32415,,0,3707840.843,514135.091,0,2289570.0717200004,191048.98489999998,,354737.17108,,0,87948877.54942,2013,01,2,,,,,,,,,,,,,,,,,,,,,-234298.31874000002,-18252.09,-15242.49542,-4857.52419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,0,15405005.85662,666161.3428199999,625993.0368100001,-104940.29935,83555.58109,51186647.2514,48879934.21952,10655686.68424,ОЩАДБАНК,0,3,3,-7902932.9256,2306713.03188,178693.77612,-2258519.20148,13130520.97451,,0,,50590,0,57881.07,87266.96644999999,2985174.91613,2205122.48178,,127447.09409,,10162.30896,85995535.84385,2013,01,2,,,,,,,,,,,,,,,,,,,,,-817968.68284,-752.92102,-26411.77493,-8763.54216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,0,9269604.20943,118138.76437,95650.89698,-12361.498510000001,527224.96285,26071068.04949,16651570.91648,6174215.181460001,РАЙФФАЙЗЕН БАНК АВАЛЬ,204540.12556999997,4,4,-3722655.89546,9419497.13301,4907182.83987,-6193703.10304,6195496.39213,,920054.69842,,181925.11605,124570.2,26908.47132,430926.25971,2846497.1560099996,299650.08398999996,,178172.36746,,299709.04659000004,47694485.90339,2013,01,2,,,,,,,,,,,,,,,,,,,,,-1076.2296099999999,0,-45432.94188,-11604.13882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,0,3036658.82571,1452058.7322500001,1452058.7322500001,-5126.1238,74713.85447,29486466.166670002,29379771.33189,19040285.30713,ПРОМІНВЕСТБАНК,0,5,5,-1792756.0338599999,106694.83477999999,9865.031710000001,-20710.300369999997,2835756.7013100004,,0,,121.975,566672.5136500001,9104.63478,464474.62234,2787024.36561,279615.58856,,302469.68938999996,,22920.193900000002,41318057.86364,2013,01,2,,,,,,,,,,,,,,,,,,,,,-103227.80648,0,-42335.55604,-9797.664279999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,349807.4,5550937.60597,43117.44891,15261.7908,-2970.73687,397603.66266,23688854.314939998,11232709.51924,5632143.82696,УКРСОЦБАНК,422722.8,6,6,-2952592.42618,12456144.7957,8509896.18489,-5452691.73408,2145815.61156,,0,,7161.88,491784.08287000004,79832.24943000001,68001.55019000001,3484840.64421,222124.61859,,335646.50354999996,,1541607.15454,38829857.52742,2013,01,2,,,,,,,,,,,,,,,,,,,,,-69678.50392,-20387.5,-72613.90858,-25122.61385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,5164.86626,3700888.73104,86005.99921,86005.99921,-130.60508000000002,286330.93883999996,23531746.385449998,20179156.916190002,13282833.81505,ВТБ БАНК,2610304.13686,7,7,-4214800.52448,3352589.46926,527219.05039,-1301225.62724,707913.91306,,0,,0,759780.31261,0,244567.27878999998,920435.34057,1146989.21441,,204023.71089,,8176.611440000001,34212327.439430006,2013,01,2,,,,,,,,,,,,,,,,,,,,,-4430.70459,0,-24906.95665,-2961.9476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
